姓名,点赞数,评论内容
老鹅的十年假粉,4,一星给多了这软件就做不下去了，大家还是算了吧。本人高一，虽然烦网课，但钉钉确实没做错什么啊，所以我觉得大家应该理性一点，客观的评分。	
AranaKerr,4,错不在老师，错也不在学校，早就已经到了开学时间，因为疫情大家不过是换个地方学习，难道在家里就是假期了吗，难道因为在家里所以就不用上学了吗，对于普通的学生党来说假期早就过了，这一场疫战至少得耽误一个月的课，不用网课根本跟不上进度，难道不用中高考了吗。一堆人把气撒在软件上，既幼稚又可笑。钉钉下架了又怎样，不用上课坑的也是自己	
欧啦の星,4,丑恶的资本家仅仅用一个一分半的视频就让你们大多数人改变了观点[嫌弃]	
晓听花落0727,4,"有一说一，这软件除了让我们被迫营业外，其他的其实也都还不错，反正我当初打的就是5星。
不过话说都这时候了，用个网上授课有啥问题吗？[tv_斜眼笑]
（反正我们学校原定2.17开学，结果正好2.17开始使用网上授课，所以我觉得没毛病[doge]）	"
我也爱嚯冰阔落,4,。。。人钉钉是一办公软件，老师学生也不是目标用户啊，还给你搞网课专版？想多了....而且，nt学生因为对特殊时期的教育方式不满就给软件恶意差评，阿里发了公关视频还来骂，属实弟弟行为	
珍囡大小姐涂黑色甲油,4,讲真看应用商店里的评论这的觉得素质低下，五星好评底下全是在骂人的，果然骂人的那些人就是那些失败的没有未来的人吧。	
阿临-R,4,钉 投网易云吧∠( ? 」∠)＿	
萌萌哒奇犽,4,"钉钉这个软件不错的，办公很方便。
另外打个广告，仙藤画室招人，不做商务，只是兴趣，不需要你画技多好，只要会拿笔就行（本人也是个渣渣），期待加入的小伙伴。[惊喜]
（已给钉钉五星）
PS:最近在筹备画漫画，纸质，会投稿的，也希望加入的人能一起讨论剧情大纲。[惊喜]	"
火锅汤打包带走,4,说实话，钉钉本来一挺好办公软件，就因为一个网课，被喷成这样，不知道那些无脑1星的人是怎么想的[抠鼻]	
纠缠的光量子,4,道歉的时候要戴上猫耳穿女装漏出胸和大腿不是最基本的要求吗	
顺丰水表部门,4,我就纳了闷儿了，上网课是学校规定干人钉钉什么事儿？学生不乐意投诉去啊，跑校长办公室在校长脑门儿上写差评去啊，真就踢猫效应呗.	
三连是啥能吃吗,4,其实不怪钉钉，钉钉原来只是为企业服务，由于疫情才用来上课，没有钉钉也会有其他软件，真的不理解由于上课就喷软件的行为，钉钉也为我们服务了，有的人因为上课就喷钉钉，给一星，这种行为其实不好，也不排除是有人跟风，可以不爱，但请别伤害，毕竟，大家（包括我）也是用钉钉上课的	
敲敲也很奈斯,4,"听说出了个新的直播软件评分很低 就下载试了试
难怪评分低 刚让主播跳舞都不愿意 还问我哪个班的	"
恶搞联盟,4,果然b站学生党居多，明明一个很好的办公软件，怎么被你们戏虐成这样	
Iskra_Andrea,4,"我觉得，在座的乱打一星愧疚吗？
观察发现大多数是未成年正在上学的中小学生，而且绝大部分都是一星，我透过那些真的不是因为性能而一星的评价中，只能看到你们的负面情绪，我实在不知道除了部分操作机制以外，为什么要打一星？占用了无用的时间去学习/工作了吗？那么，学习和工作让你们怎么了？
我今天看一个纪录片，在介绍钱学森等出国求学的人，他们都在求！学！而我们国家现在强盛，靠的是勤奋的干劲，我真的想骂一句:身在福中不知福！
同学/同事们，请反省！！	"
内田补水鸟丶,4,"这是来自小学生的网络暴力。
钉钉本是办公软件，由于其优越的性能，被学校选做直播平台，人家为了国家都扩容了，稳定学校的教学，钉钉并没有错，错的是你们这些不愿学校的学生，一个钉钉下架了，还有万千个钉钉爬起来，因为这是学校给的能量，你们斗不过学校，就拿无辜的钉钉出气，是不对的。学校恶意布置过多的作业，你们要怪学校，自己不想学，那要怪自己，不要怪钉钉，所以，我在这里建议，麻烦学校用钉钉给学生们开一下班会，批评一下，不要分期5星了[doge]	"
兴趣是当一个坏人,4,那些骂给五星的人的孩子是从小没有母亲吗	
90519850009_bili,4,其实刷一星的那些人是什么心态？敢情这个软件也没做错什么吧？让下载的又不是软件，是学校。而且刷一星的那些人还要跑去那些给五星或者四星的人下面去骂他们，让他们一定要改成一星，不改就sm什么的，这嘴里是吃了s吗？这么臭！	
圣父约瑟夫,4,不是给一星，我能理解，但你们骂那些给五星给四星的是什么意思？你们有权利给一星，他们就没有权利给五星？	
1748-M,4,真不知道给一星的这么想的，根本就不是钉钉的锅	
钠原子骑士,4,不是你们主动为国分忧，开发网课功能的吗？钱难赚，屎难吃，热度，下载量都有了，还要求好评，是不是有点过分啊。	
诗御萝,4,"软件不错，就是上课的老师作业布置的多[蛆音娘_扶额]，还有就是老师做备案也要做很多，其实也不用这么辛苦，一天上两节课就行了，就像在学校那样，学校老师和领导都用平常心去想这些问题就不会有现在这个情况，毕竟一口吃不成胖子，再多的作业和签到也无济于事，何况很多学生从上课开始后现在比学校还累[蛆音娘_吐血]。
再一个原因就是老师和学校领导第一次接触网络上课，肯定会有不适应，再就是会焦虑本来这个学期的计划怎么完成，现在就因为焦虑而加大力度赶进度，从而导致学生作业繁多无法愉快的上课[蛆音娘_生气]，学生又没办法去老师那里问罪，所以只有你钉钉来背黑锅[蛆音娘_摇头]	"
爷有八颗虎牙,4,老实说开发者很不容易，因为不想学习就给低分我觉得很过分，如果不是疫情现在都在课堂上课了，钉钉这个时候站出来很需要支持的，跟风差评很不尊重开发者	
蛇蛇霹雳怪,4,说实话，钉钉优化还不错，上不上网课我根本不在乎，反正都要学，主要是下好几个app大多数的优化我都吐了，本身有的老师年龄大了就不太会弄，再加上app优化不好，没点企业级李姐根本上不了，手机还一直震动，我给了钉钉五星，是因为优化的还算可以，如果所有的课都用一个或者两个app上不上网课也没啥。那些抵制网课的，其实你们就不想上课罢了，吐了	
狂的令狂令定狂,4,反手就是一个五星，毕竟不能让孩子没学上[doge][doge][doge]	
时光酱~,4,"有一说一，现在的学生啊，给人家一个商务软件差评真是看不懂，免费好用的软件，白嫖还要bb,这是平台的问题还是学校的问题，还是蝙蝠的问题？ 就像你家人给你带了一杯免费的奶茶硬要你喝，你不乐意了，反怪人家奶茶？？为什么免费？？商品本身有问题？？体验出了软件不合理的问题？？这种不正的风气，真是惯的。	"
zi057,4,一个办公软件活生生的被逼成了原创歌手 牛批牛批	
穆惜文,4,"看着那么多的一星差评，让人觉得很可笑，钉钉真可怜，因为一群厌学的孩子对学习的抵触而被迁怒。
明明学习本就是天经地义的事，你不学是你的自由，但就因为你自己不愿接受自己本应该承担的任务而又不得不接受就恶意地给差评，让人感觉到非常地幼稚、懦弱与素质低下。
要知道，就算没有钉钉，你们也需要通过别的方式学习，因为如果没有疫情你们早就需要回学校了，可惜有些人就是没办法接受假期已经结束的事实。	"
玄铁营,5,"真的很奇怪，我打了四星，有人问候我全家？
（祖安姑娘一秒上线）
后来我发现我们班一个素质特别低的同学也恶意刷一星....他也发现是我了，然后直接在钉钉上开群骂我，拉了十多个人（我不要脸的嘛）
然后我就当着他们的面开启祖安模式了....
真的，我平时真的特别儒雅随和的啊......
这个世界到底怎么了....
很奇怪的是他们不觉得自己有错...
奇奇怪怪	"
三百的小迷弟二胖,4,竟然丁丁入住B站了，那么五星   下次一定	
八五了个七,4,你这软件上面的主播都不跳舞，还让我做作业，我去看其他主播又不爽我，差评没商量[微笑]	
花芷芷芷芷w,4,是时候逼自己一下了，一个赞写5分钟作业[doge]反正评论这么多你们看不到我[doge]	
魅力西瓜王,4,"我真的看不懂了
读书不应该是本分？
到了读书的时间不用去学校了只要用手机学习不应该是感谢？
学习有这么难堪吗？	"
隔壁啃瓜子的老王,4,我刚给钉钉五星好评，老板打电话过来让我注册个钉钉明天开会？？？	
酷的丧心病狂,4,去我的应用市场看了看，打了五星都被骂的。。于是我也打了五星，想感受一下这飞一般谩骂╮(￣▽￣)╭	
水瓶座欣晨雨,4,这次钉钉无故被打一星没啥好说的，某些学生自己不愿意学习，还抱怨软件害人？看到现在全网黑钉钉，我就很纳闷，不由得想问这些人就算不开网课，你们还会自觉学习么？天天抱怨寒假太长太无聊，可我也没看到你们说无聊的时候去学习啥的啊？	
咱是十五,4,爬，就算没网课这事，一个资本家用来剥削的工具还想洗白？[热词系列_锤]	
明教陆可摘,4,一个赞写一分钟作业，不封顶，分期完成，一天最课保证十二个小时，反正没人哈哈哈哈。	
文倩子,4,不是，不想上课就去和学校刚，拿人家APP当发泄口很过分的…而且总有人要学想学啊0-0（反正我不爱学嘻嘻）	
请叫我纸鸢,4,我刚下载钉钉，打开b站就看见这个视频，突然想起来，还没有给一星好评！罪过罪过	
名非_,4,真的，不爱别伤害。钉钉本来就一个办公软件在现在的灾难里帮助教育事业是真的良心，我就不信这些打一星想上课偷懒的学生在线上上课普及前就有好好上课没动过歪脑筋。	
请叫我靓仔的啦,4,这不是钉钉的错，这是病毒的错，所以我还是打一星[doge][doge]	
锦把卜伟財政部长,4,"全景因为不能上网课服务器崩了被打一星
钉钉因为能上网课服务器没崩被打一星
网课软件真是太难了[捂脸]	"
220V灯泡,4,一共评了两次分，都是5星好评，我实在是不懂刷一星的是什么理念。说实话钉钉值得我给出5星。加油！[tv_亲亲]	
阿尘Official,4,资本主义的软弱性和妥协性	
FAGGOTSALLIANCE,4,什么时候网课停了剩下的四颗星也就自然回来了	
魘嚁,2,"我想评零星。
为什么没有？
勉为其难的给了一星。
什么？
不想要一星。
请出个零星选项。	"
22娘是F杯,2,但是，我拒绝	
TheShadowN,2,每日一遍，开心一天[OK][OK]	
已过的客QAQ,3,AV90164987中门对狙[doge]（送我上去）	
丘木杨欣,3,世界上的公司分两种，一种是酷公司，另一种是不酷的公司[喜极而泣]酷公司，用钉钉[调皮]	
啊波次的啊佛歌,2,不知道说什么…只能给你三连了，差评还是要评的，你哪怕取消掉提交视频的功能啊，社畜狗怕了，你让我顶着张丑脸油头给他们录视频是不是太残忍了[笑哭]	
狸夢丶,2,在，什么时候上传网易云[doge]	
皓月白玉,2,4 天千万 可怕[热词系列_知识增加]	
拿起武器杀天下,2,你在无中生有 你在暗度陈仓 你在凭空想象 你在凭空捏造 你在无言无语 你在无可救药 你是逝者安息 你是一路走好 你是傻子巴拉 你是永无止境 你是没钱买药 你是头脑有病 你是眼里有泡 你是嘴里刘能 你是污言秽语 你是咎由自取 你是殃及无辜 你是祸害众生 你是仓皇失措 你是暗度陈仓 你是无可救药 你是无颜面对江东父老 你是人模狗样 你是臭气熏天	
